編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPQNMLOLJIJGFBE77CC,12,16.52,住家用,鋼筋混凝土造,102年1月10日,五層,,
RPSNMLOLJIJGFBE97CC,56,23.14,,加強磚造,58年1月6日,三層,,
RPRNMLOLJIJGFBE87CC,50,18.46,,加強磚造,63年5月28日,二層,,
RPPNMLOLJIJGFDE87CC,32,26.44,商業用,鋼筋混凝土造,82年2月27日,十二層,,
RPPNMLOLJIJGFCE77CC,47,13.22,店舖、住宅,鋼筋混凝土造,66年8月20日,四層,,
RPQNMLOLJIJGFDE97CC,50,16.52,,加強磚造,64年4月25日,二層,,
RPRNMLOLJIJGFDE08CC,43,16.52,,鋼筋混凝土造,71年2月26日,五層,,
RPQNMLOLJIJGFCE87CC,7,16.52,住家用,鋼筋混凝土,107年1月15日,七層,,
RPPNMLOLJIJGFGE18CC,2,25.06,集合住宅,鋼筋混凝土,111年12月5日,十層,,
RPPNMLOLJIJGFGE18CC,2,14.09,本共有部份之項目有防空避難室兼停車空間、門廳兼梯廳、管委會使用空間、樓梯間、車道、機械室、水箱等７項。,鋼筋混凝土,111年12月5日,十層,,
RPRNMLOLJIJGFGE38CC,2,38.26,集合住宅,鋼筋混凝土,111年12月5日,十層,,
RPRNMLOLJIJGFGE38CC,2,21.49,本共有部份之項目有防空避難室兼停車空間、門廳兼梯廳、管委會使用空間、樓梯間、車道、機械室、水箱等７項。,鋼筋混凝土,111年12月5日,十層,,
RPPNMLOLJIJGFLE68CC,1,62.24,集合住宅,鋼筋混凝土造,113年4月1日,五層,,
RPPNMLOLJIJGFLE68CC,1,33.33,本案共有部分之項目有：騎樓、升降機道、安全梯、停車空間、樓梯廳、升降機間、水箱。,鋼筋混凝土造,113年4月1日,五層,,
RPQNMLOLJIJGFGE28CC,2,37.08,集合住宅,鋼筋混凝土,111年12月5日,十層,,
RPQNMLOLJIJGFGE28CC,2,20.85,本共有部份之項目有防空避難室兼停車空間、門廳兼梯廳、管委會使用空間、樓梯間、車道、機械室、水箱等７項。,鋼筋混凝土,111年12月5日,十層,,
RPPNMLPLJIJGFAE67CC,54,93.76,,加強磚造,59年10月16日,二層,,
RPQNMLPLJIJGFAE77CC,44,21.75,,鋼筋混凝土造,69年8月6日,十層,,
RPRNMLPLJIJGFAE87CC,9,86.32,集合住宅,鋼筋混凝土,104年8月25日,十五層,,
RPRNMLPLJIJGFAE87CC,9,67.40,本共有部分之項目有樓梯間、防空避難室兼停車空間、電樓梯間、機械室、水箱、門廳、車道、門廊、供管委會使用空間等９項。,鋼筋混凝土,104年8月25日,十五層,,
RPVNMLPLJIJGFAE28CC,2,51.17,集合住宅,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土造,112年5月9日,二十六層,,
RPVNMLPLJIJGFAE28CC,2,41.88,本共有部分之項目有防空避難室兼停車空間、停車空間、樓梯間、昇降機房、冰箱、管委會使用空間、中繼水箱、陽台、頂蓋型沿街步道式開放空間、緩衝空間、防災中心、門廊等共１２項。,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土造,112年5月9日,二十六層,,
RPSNMLPLJIJGFAE97CC,44,15.30,,鋼筋混凝土造,69年6月18日,十二層,,
RPSNMLPLJIJGFAE97CC,44,7.62,,鋼筋混凝土造,69年6月18日,十二層,,
RPWNMLPLJIJGFAE38CC,42,62.32,住家用,鋼筋混凝土造,71年8月18日,十二層,,
RPXNMLPLJIJGFAE48CC,2,52.22,集合住宅,鋼筋混凝土,112年3月13日,十五層,,
RPXNMLPLJIJGFAE48CC,2,80.11,本共有部分之項目有防空避難室兼停車空間、樓梯間、機械房、水箱、管委會使用空間、門廳兼梯廳、梯廳、升降機間、門廊、車道等１０項。,鋼筋混凝土,112年3月13日,十五層,,
RPPNMLPLJIJGFBE77CC,20,113.90,住家用,鋼筋混凝土造,93年7月5日,十四層,,
RPPNMLPLJIJGFBE77CC,20,66.56,避難室電樓梯間停車空間,鋼筋混凝土造,93年7月5日,十四層,,
RPQNMLPLJIJGFBE87CC,57,21.73,住家用,加強磚造,57年4月17日,四層,,
RPRNMLPLJIJGFBE97CC,45,40.51,集合住宅,鋼筋混凝土造,68年8月8日,十二層,,
RPRNMLPLJIJGFBE97CC,45,5.32,,鋼筋混凝土造,68年8月8日,十二層,,
RPTNMLPLJIJGFBE18CC,16,31.07,住家用,鋼筋混凝土造,97年9月19日,十三層,,
RPTNMLPLJIJGFBE18CC,16,8.41,共有部分,鋼筋混凝土造,97年9月19日,十三層,,
RPTNMLPLJIJGFBE18CC,16,8.58,共有部分,鋼筋混凝土造,97年9月19日,十三層,,
RPUNMLPLJIJGFBE28CC,32,106.72,商業用,鋼筋混凝土造,81年6月29日,二十五層,,
RPUNMLPLJIJGFBE28CC,32,34.60,見使用執照,鋼筋混凝土造,81年6月29日,二十五層,,
RPSNMLPLJIJGFBE08CC,28,73.41,住家用,鋼筋混凝土造,86年4月21日,三十五層,,
RPSNMLPLJIJGFBE08CC,28,21.31,見使用執照,鋼筋混凝土造,86年4月21日,三十五層,,
RPVNMLPLJIJGFBE38CC,3,64.53,集合住宅,鋼筋混凝土,110年8月25日,十五層,,
RPVNMLPLJIJGFBE38CC,3,42.69,共有部分,見其它登記事項,110年8月25日,十五層,,
RPPNMLPLJIJGFCE87CC,48,418.48,店舖、住宅,鋼筋混凝土造,65年12月31日,四層,,
RPQNMLPLJIJGFCE97CC,44,67.23,,鋼筋混凝土造,70年3月4日,五層,,
RPRNMLPLJIJGFCE08CC,31,25.63,住家用,鋼筋混凝土造,82年11月30日,七層,,
RPRNMLPLJIJGFCE08CC,31,8.59,見使用執照,鋼筋混凝土造,82年11月30日,七層,,
RPTNMLPLJIJGFCE28CC,17,64.36,住家用,鋼筋混凝土造,97年4月23日,十五層,,
RPUNMLPLJIJGFCE38CC,27,315.90,商業用,鋼筋混凝土造,86年11月5日,二十八層,,
RPTNMLPLJIJGFCE28CC,17,26.23,共有部份,鋼筋混凝土造,97年4月23日,十五層,,
RPUNMLPLJIJGFCE38CC,27,76.85,共有部分,鋼筋混凝土造,86年11月5日,二十八層,,
RPSNMLPLJIJGFCE18CC,26,142.60,商業用,鋼筋混凝土造,87年7月14日,二十八層,,
RPSNMLPLJIJGFCE18CC,26,65.67,共有部分,鋼筋混凝土造,87年7月14日,二十八層,,
RPVNMLPLJIJGFCE48CC,48,26.67,公寓店舖,鋼筋混凝土造,66年2月2日,六層,,
RPWNMLPLJIJGFCE58CC,41,83.57,店舖、住宅,鋼筋混凝土造,72年9月30日,五層,,
RPPNMLPLJIJGFDE97CC,18,13.09,商業用,鋼筋混凝土造,95年7月26日,十層,,
RPPNMLPLJIJGFDE97CC,,10.32,防空避難室兼停車空間,鋼筋混凝土造,,十層,,
RPRNMLPLJIJGFDE18CC,46,68.85,住家用,鋼筋混凝土造,67年12月16日,十一層,,
RPQNMLPLJIJGFDE08CC,27,112.93,住家用,鋼筋混凝土造,87年1月6日,十四層,,
RPQNMLPLJIJGFDE08CC,27,36.55,見其他登記事項,鋼筋混凝土造,87年1月6日,十四層,,
RPSNMLPLJIJGFDE28CC,32,59.56,住家用,鋼筋混凝土造,82年5月6日,十一層,,
RPSNMLPLJIJGFDE28CC,32,9.77,住家用,鋼筋混凝土造,82年5月6日,十一層,,
RPVNMLPLJIJGFDE58CC,45,259.48,,鋼筋混凝土造,69年1月17日,四層,,
RPUNMLPLJIJGFDE48CC,29,21.31,住家用,鋼筋混凝土造,85年3月4日,七層,,
RPUNMLPLJIJGFDE48CC,29,9.42,見使用執照,鋼筋混凝土造,85年3月4日,七層,,
RPWNMLPLJIJGFDE68CC,28,26.24,住家用,鋼筋混凝土造,86年4月19日,十四層,,
RPWNMLPLJIJGFDE68CC,28,7.87,見使用執照,鋼筋混凝土造,86年4月19日,十四層,,
RPOOMLPLJIJGFDE97CC,44,44.78,,鋼筋混凝土造,69年7月22日,十二層,,
RPOOMLPLJIJGFDE97CC,44,11.00,,鋼筋混凝土造,69年7月21日,十二層,,
RPPOMLPLJIJGFDE08CC,46,62.63,,鋼筋混凝土造,68年1月10日,五層,,
RPTOMLPLJIJGFDE48CC,29,21.31,住家用,鋼筋混凝土造,85年3月4日,七層,,
RPTOMLPLJIJGFDE48CC,29,9.42,見使用執照,鋼筋混凝土造,85年3月4日,七層,,
RPROMLPLJIJGFDE28CC,30,63.78,住家用,鋼筋混凝土造,84年5月9日,二十一層,,
RPROMLPLJIJGFDE28CC,30,10.20,見使用執照,鋼筋混凝土造,84年5月9日,二十一層,,
RPSOMLPLJIJGFDE38CC,30,111.17,住家用,鋼筋混凝土造,83年9月3日,二十三層,,
RPSOMLPLJIJGFDE38CC,30,26.99,見使用執照,鋼筋混凝土造,83年9月3日,二十三層,,
RPRNMLPLJIJGFEE28CC,8,58.18,集合住宅,鋼筋混凝土,105年8月19日,十五層,,
RPRNMLPLJIJGFEE28CC,8,31.05,本共有部分之項目有防空避難室兼停車空間、梯間、梯廳、管理委員會使用空間、樓梯間、機械室、水箱等７項。,鋼筋混凝土,105年8月19日,十五層,,
RPTNMLPLJIJGFEE48CC,12,81.88,住家用,鋼筋混凝土造,101年10月4日,十五層,,
RPTNMLPLJIJGFEE48CC,12,53.90,本共有部分之項目有防空避難室兼停車空間、停車空間、門廳、管理員室、管理委員會使用空間、車道、梯間、走廊、樓梯間、管道間、機械室、水箱等１２項。,鋼筋混凝土造,101年10月4日,十五層,,
RPVOMLPLJIJGFDE68CC,34,27.82,住宅,鋼筋混凝土造,80年3月14日,十九層,,
RPVOMLPLJIJGFDE68CC,34,10.72,電樓梯間、走廊、停車空間、避難室、水箱、機械室等,鋼筋混凝土造,80年3月14日,十九層,,
RPPNMLPLJIJGFEE08CC,18,13.79,辦公室,鋼筋混凝土造,95年6月26日,十一層,,
RPPNMLPLJIJGFEE08CC,18,8.24,防空避難室，停車空間，樓梯間，機械室，水箱,鋼筋混凝土造,95年6月26日,十一層,,
RPPNMLPLJIJGFEE08CC,18,3.13,防空避難室，停車空間,鋼筋混凝土造,95年6月26日,十一層,,
RPPNMLPLJIJGFEE08CC,18,1.08,機械室,鋼筋混凝土造,95年6月26日,十一層,,
RPQNMLPLJIJGFEE18CC,1,56.07,集合住宅,鋼筋混凝土,113年1月8日,二十八層,,
RPQNMLPLJIJGFEE18CC,1,49.51,本共有部分之項目有防空避難室兼停車空間、停車空間、門廊、梯間、公共服務空間、門廳兼梯廳、管道間、外廊、管理員室、防災中心、管委會使用空間、車道投影、造型牆、頂蓋型開放空間、設備空間、樓梯間、昇降機間（排煙室）、機械室、水箱等共１９項。,鋼筋混凝土,113年1月15日,二十八層,,
RPPOMLPLJIJGFEE18CC,27,80.81,住商用,鋼筋混凝土造,86年12月18日,十三層,,
RPPOMLPLJIJGFEE18CC,27,16.24,見使用執照,鋼筋混凝土造,86年12月18日,十三層,,
RPRNMLLLJIJGFFE97CC,6,19.92,集合住宅,鋼筋混凝土造,107年8月20日,七層,,
RPRNMLLLJIJGFFE97CC,6,9.70,本共有部分之項目有停車空間、門廊、樓梯間、管委會使用空間、機械室及水箱等６項。,鋼筋混凝土造,107年8月20日,七層,,
RPROMLPLJIJGFEE38CC,43,82.51,,鋼筋混凝土造,71年5月18日,五層,,
RPSNMLPLJIJGFEE38CC,14,109.88,住家用,鋼筋混凝土造,99年12月16日,十四層,,
RPSNMLPLJIJGFEE38CC,14,74.99,本共有部份之項目有防空避難室兼停車空間、停車空間、樓梯間、門廊、管委會使用空間、電信機房、管道間、水箱、機械房等９項。,鋼筋混凝土造,99年12月16日,十四層,,
RPSOMLPLJIJGFEE48CC,26,110.69,住家用,鋼筋混凝土造,87年8月11日,二十二層,,
RPSOMLPLJIJGFEE48CC,26,35.68,見使用執照,鋼筋混凝土造,87年8月11日,二十二層,,
RPWOMLPLJIJGFEE88CC,9,51.33,集合住宅,鋼筋混凝土,105年3月22日,十五層,,
RPWOMLPLJIJGFEE88CC,9,54.88,本共有部分之項目有防空避難室兼停車空間、門廊、梯間、管委會使用空間、垃圾暫存室、車道、樓梯間、機械室、水箱等９項。,鋼筋混凝土,105年3月22日,十五層,,
RPTOMLPLJIJGFEE58CC,7,133.23,集合住宅,鋼筋混凝土,106年10月11日,十五層,,
RPTOMLPLJIJGFEE58CC,7,127.06,本共有部分之項目有防空避難室兼停車空間、梯間、公共服務空間、管委會使用空間、沿街式頂蓋型開放空間、機電設備（管道間）、樓梯間、機械室、水箱等９項。,鋼筋混凝土,106年10月11日,十五層,,
RPWOMLPLJIJGFDE78CC,41,78.01,,鋼筋混凝土造,72年7月5日,五層,,
RPOPMLPLJIJGFEE18CC,28,74.93,住家用,鋼筋混凝土造,86年3月3日,十一層,,
RPUOMLPLJIJGFEE68CC,32,119.55,住家用,鋼筋混凝土造,82年5月12日,八層,,
RPOPMLPLJIJGFEE18CC,28,16.55,見使用執照,鋼筋混凝土造,86年3月3日,十一層,,
RPUOMLPLJIJGFEE68CC,32,32.60,見使用執照,鋼筋混凝土造,82年5月12日,八層,,
RPVOMLPLJIJGFEE78CC,30,83.55,住家用,鋼筋混凝土造,83年6月30日,十三層,,
RPVOMLPLJIJGFEE78CC,30,18.83,見使用執照,鋼筋混凝土造,83年6月30日,十三層,,
RPPNMLPLJIJGFGE28CC,21,162.33,停車空間、集合住宅,鋼筋混凝土造,92年6月6日,四層,,
RPRNMLPLJIJGFGE48CC,46,70.86,住家用,鋼筋混凝土造,68年4月16日,五層,,
RPQNMLPLJIJGFGE38CC,1,42.71,集合住宅,鋼筋混凝土造,112年6月8日,五層,,
RPQNMLPLJIJGFGE38CC,1,17.04,本共有部分之項目有門廊、管委會使用空間、樓梯間、電信室、停車空間、水箱等項。,鋼筋混凝土造,112年6月8日,五層,,
RPQNMLPLJIJGFIE58CC,28,28.10,住家用,鋼筋混凝土造,86年2月4日,十五層,,
RPQNMLPLJIJGFIE58CC,28,.54,防空避難室、停車空間、辦公室、樓梯間,鋼筋混凝土造,86年2月4日,,,
RPQNMLPLJIJGFIE58CC,28,8.76,停車空間、樓梯間、機械室,鋼筋混凝土造,86年2月4日,,,
RPQNMLPLJIJGFIE58CC,28,5.79,停車空間,鋼筋混凝土造,86年2月4日,,,
RPPNMLPLJIJGFIE48CC,24,186.38,見使用執照,鋼筋混凝土造,90年2月20日,四層,,
RPQNMLPLJIJGFJE68CC,48,160.71,住家用,鋼筋混凝土造,66年3月23日,三層,,
RPPNMLPLJIJGFFE18CC,7,18.18,住家用,鋼筋混凝土造,106年11月13日,四層,,
RPRNMLQLJIJGFAE97CC,31,52.69,住家用,鋼筋混凝土造,83年1月26日,十三層,,
RPRNMLQLJIJGFAE97CC,31,17.48,,鋼筋混凝土造,83年1月26日,十三層,,
RPPNMLQLJIJGFAE77CC,35,137.53,住家用,鋼筋混凝土造,79年3月23日,十四層,,
RPPNMLQLJIJGFAE77CC,35,44.32,見使用執照,鋼筋混凝土造,79年3月23日,十四層,,
RPQNMLPLJIJGFFE28CC,4,46.66,集合住宅,鋼筋混凝土造,110年1月28日,十五層,,
RPQNMLPLJIJGFFE28CC,4,22.90,本共有部分之項目有停車空間、防空避難室兼停車空間、樓梯間、管委會使用空間、門廳兼梯廳、垃圾暫存空間、車道、門廊、機械室、水箱等１０項。,鋼筋混凝土造,110年1月28日,十五層,,
RPQNMLQLJIJGFAE87CC,20,81.66,住家用,鋼筋混凝土造,93年11月26日,十四層,,
RPQNMLQLJIJGFAE87CC,20,33.07,共有部份,鋼筋混凝土造,93年11月26日,十四層,,
RPSNMLQLJIJGFAE08CC,29,33.16,住家用,鋼筋混凝土造,84年8月11日,十二層,,
RPSNMLQLJIJGFAE08CC,29,11.09,見使用執照,鋼筋混凝土造,84年8月11日,十二層,,
RPTNMLQLJIJGFAE18CC,16,92.24,住家用,鋼筋混凝土造,98年3月25日,十五層,,
RPTNMLQLJIJGFAE18CC,16,73.19,共有部份,鋼筋混凝土造,98年3月25日,十五層,,
RPUNMLQLJIJGFAE28CC,28,29.20,住家用,鋼筋混凝土造,85年10月28日,十二層,,
RPUNMLQLJIJGFAE28CC,28,11.84,見使用執照,鋼筋混凝土造,85年10月28日,十二層,,
RPSNMLQLJIJGFBE18CC,35,14.88,,鋼筋混凝土造,79年3月5日,七層,,
RPPNMLQLJIJGFBE87CC,39,143.75,,鋼筋混凝土造,74年7月31日,五層,,
RPPNMLQLJIJGFBE87CC,39,9.73,,鋼筋混凝土造,74年7月31日,五層,,
RPTNMLQLJIJGFBE28CC,30,21.49,住家用,鋼筋混凝土造,83年9月6日,十二層,,
RPUNMLQLJIJGFBE38CC,36,79.63,,鋼筋混凝土造,78年1月14日,十七層,,
RPTNMLQLJIJGFBE28CC,30,10.01,見使用執照,鋼筋混凝土造,83年9月6日,十二層,,
RPUNMLQLJIJGFBE38CC,36,23.03,,鋼筋混凝土造,78年1月14日,十七層,,
RPXNMLQLJIJGFBE68CC,47,51.14,住宅,鋼筋混凝土造,66年6月27日,十二層,,
RPVNMLQLJIJGFBE48CC,6,41.88,集合住宅,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土構造,107年9月11日,二十九層,,
RPVNMLQLJIJGFBE48CC,6,22.41,共有部分,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土構造,107年9月11日,二十九層,,
RPOOMLQLJIJGFBE87CC,46,72.49,,鋼筋混凝土造,68年3月10日,十層,,
RPWNMLQLJIJGFBE58CC,33,48.63,集合住宅,鋼筋混凝土造,80年6月6日,五層,,
RPWNMLQLJIJGFBE58CC,33,6.73,,鋼筋混凝土造,80年6月6日,五層,,
RPROMLQLJIJGFBE18CC,21,120.26,住家用,鋼筋混凝土造,92年11月28日,十四層,,
RPPOMLQLJIJGFBE97CC,33,28.52,住家用,鋼筋混凝土造,80年11月26日,七層,,
RPROMLQLJIJGFBE18CC,21,48.04,防空避難室，停車空間，樓梯間，機械室，水箱，社區服務中心等,鋼筋混凝土造,92年11月28日,十四層,,
RPPOMLQLJIJGFBE97CC,33,14.16,見使用執照,鋼筋混凝土造,80年11月26日,七層,,
RPQOMLQLJIJGFBE08CC,28,25.55,住家用,鋼筋混凝土造,85年6月3日,十三層,,
RPQOMLQLJIJGFBE08CC,28,11.81,見使用執照,鋼筋混凝土造,85年6月3日,十三層,,
RPPNMLQLJIJGFCE97CC,34,27.49,住家用,鋼筋混凝土造,79年11月30日,七層,,
RPPNMLQLJIJGFCE97CC,34,6.32,見使用執照,鋼筋混凝土造,79年11月30日,七層,,
RPPNMLQLJIJGFCE97CC,34,8.29,見使用執照,鋼筋混凝土造,79年11月30日,七層,,
RPQNMLQLJIJGFCE08CC,50,131.04,店舖及住宅,加強磚造,63年12月24日,三層,,
RPRNMLQLJIJGFCE18CC,36,91.00,住家用,鋼筋混凝土造,78年1月30日,五層,,
RPRNMLQLJIJGFCE18CC,36,7.81,見使用執照,鋼筋混凝土造,78年1月30日,五層,,
RPSNMLQLJIJGFCE28CC,1,48.01,集合住宅,鋼筋混凝土,113年3月1日,十三層,,
RPUNMLQLJIJGFCE48CC,49,42.27,店舖、住宅,鋼筋混凝土造,65年3月8日,三層,,
RPSNMLQLJIJGFCE28CC,1,81.76,本共有部分之項目有防空避難室兼停車空間、騎樓、門廳、門廊、車道、梯間、樓梯間、機械室、水箱等９項。,鋼筋混凝土,113年3月1日,十三層,,
RPTNMLQLJIJGFCE38CC,29,119.84,住商用,鋼筋混凝土造,84年12月19日,十層,,
RPTNMLQLJIJGFCE38CC,29,19.27,見使用執照,鋼筋混凝土造,84年12月19日,十層,,
RPPNMLQLJIJGFDE08CC,26,56.44,住家用,鋼筋混凝土造,87年11月17日,十二層,,
RPPNMLQLJIJGFDE08CC,26,24.01,見使用執照,鋼筋混凝土造,87年11月17日,十二層,,
RPSNMLQLJIJGFDE38CC,1,72.75,集合住宅,鋼筋混凝土,112年7月19日,十八層,,
RPQNMLQLJIJGFDE18CC,47,90.48,,加強磚造,67年4月28日,二層,,
RPSNMLQLJIJGFDE38CC,1,61.02,本共有部分之項目有防空避難室兼停車空間、管委會使用空間、防災中心、梯廳、出入口緩衝空間、車道、公共廁所、樓梯間、垃圾暫存室、門廊、陽台、水箱及機械室等項。,鋼筋混凝土,112年7月19日,十八層,,
RPRNMLQLJIJGFDE28CC,28,84.32,住家用,鋼筋混凝土造,85年12月10日,十七層,,
RPRNMLQLJIJGFDE28CC,28,27.82,見使用執照,鋼筋混凝土造,85年12月10日,十七層,,
RPOOMLQLJIJGFDE08CC,29,28.75,住家用,鋼筋混凝土造,84年7月3日,八層,,
RPOOMLQLJIJGFDE08CC,29,5.86,見使用執照,鋼筋混凝土造,84年7月3日,八層,,
RPTNMLQLJIJGFDE48CC,29,35.18,住家用,鋼筋混凝土造,85年3月25日,十八層,,
RPTNMLQLJIJGFDE48CC,29,6.57,見使用執照,鋼筋混凝土造,85年3月25日,十八層,,
RPPOMLQLJIJGFDE18CC,25,108.08,住家用,鋼筋混凝土造,88年10月28日,十三層,,
RPPOMLQLJIJGFDE18CC,25,56.01,見使用執照,鋼筋混凝土造,88年10月28日,十三層,,
RPVNMLQLJIJGFDE68CC,29,24.86,住家用,鋼筋混凝土造,84年6月15日,二十一層,,
RPVNMLQLJIJGFDE68CC,29,9.34,見使用執照,鋼筋混凝土造,84年6月15日,二十一層,,
RPSOMLQLJIJGFDE48CC,40,29.10,,鋼筋混凝土造,74年5月6日,五層,,
RPTOMLQLJIJGFDE58CC,16,64.20,住家用,鋼筋混凝土造,98年4月30日,十五層,,
RPTOMLQLJIJGFDE58CC,16,47.51,樓梯間、機械室、管理委員會使用空間、防空避難室兼停車空間,鋼筋混凝土造,98年4月30日,十五層,,
RPWOMLQLJIJGFDE88CC,41,69.24,,鋼筋混凝土造,73年2月13日,十層,,
RPXOMLQLJIJGFDE98CC,32,96.37,住家用,鋼筋混凝土造,82年4月1日,十六層,,
RPXOMLQLJIJGFDE98CC,32,23.35,見使用執照,鋼筋混凝土造,82年4月1日,十六層,,
RPVOMLQLJIJGFDE78CC,1,61.43,集合住宅,鋼筋混凝土,113年1月25日,十五層,,
RPVOMLQLJIJGFDE78CC,1,59.44,本共有部分之項目有防空避難室兼停車空間、車道、管委會使用空間、垃圾存放空間、公共服務空間、樓梯間、門廳、機械室、水箱等項目。,鋼筋混凝土,113年1月25日,十五層,,
RPUOMLQLJIJGFDE68CC,43,49.10,,鋼筋混凝土造,70年12月22日,五層,,
RPOPMLQLJIJGFDE18CC,30,86.13,住家用,鋼筋混凝土造,84年3月1日,十五層,,
RPOPMLQLJIJGFDE18CC,30,26.22,見使用執照,鋼筋混凝土造,84年3月1日,十五層,,
RPPNMLQLJIJGFEE18CC,21,14.85,見使用執照,見使用執照,93年4月13日,十層,,
RPPNMLQLJIJGFEE18CC,21,6.62,見使用執照,見使用執照,93年4月13日,十層,,
RPPNMLQLJIJGFEE18CC,21,2.87,見使用執照,見使用執照,93年4月13日,,,
RPQNMLQLJIJGFEE28CC,21,16.32,見使用執照,見使用執照,93年4月13日,十層,,
RPQNMLQLJIJGFEE28CC,21,7.14,見使用執照,見使用執照,93年4月13日,十層,,
RPQNMLQLJIJGFEE28CC,21,2.87,見使用執照,見使用執照,93年4月13日,,,
RPSNMLQLJIJGFEE48CC,21,12.45,見使用執照,見使用執照,93年4月13日,十層,,
RPSNMLQLJIJGFEE48CC,21,6.24,見使用執照,見使用執照,93年4月13日,十層,,
RPSNMLQLJIJGFEE48CC,21,2.87,見使用執照,見使用執照,93年4月13日,,,
RPSNMLQLJIJGFEE48CC,21,7.54,見使用執照,見使用執照,93年4月13日,十層,,
RPTNMLQLJIJGFEE58CC,21,14.94,辦公室,鋼筋混凝土造,93年4月13日,十層,,
RPTNMLQLJIJGFEE58CC,21,6.59,見使用執照,見使用執照,93年4月13日,十層,,
RPRNMLQLJIJGFEE38CC,21,14.85,見使用執照,見使用執照,93年4月13日,十層,,
RPTNMLQLJIJGFEE58CC,21,2.87,見使用執照,見使用執照,93年4月13日,,,
RPRNMLQLJIJGFEE38CC,21,6.62,見使用執照,見使用執照,93年4月13日,十層,,
RPRNMLQLJIJGFEE38CC,21,2.87,見使用執照,見使用執照,93年4月13日,,,
RPVNMLQLJIJGFEE78CC,17,8.70,辦公室,鋼筋混凝土造,96年6月4日,十三層,,
RPVNMLQLJIJGFEE78CC,17,2.11,共用部分,鋼筋混凝土造,96年6月4日,十三層,,
RPVNMLQLJIJGFEE78CC,17,4.64,共用部分,鋼筋混凝土造,96年6月4日,十三層,,
RPUNMLQLJIJGFEE68CC,17,8.70,辦公室,鋼筋混凝土造,96年6月4日,十三層,,
RPUNMLQLJIJGFEE68CC,17,2.11,共用部分,鋼筋混凝土造,96年6月4日,十三層,,
RPUNMLQLJIJGFEE68CC,17,4.40,共用部分,鋼筋混凝土造,96年6月4日,十三層,,
RPWNMLQLJIJGFEE88CC,17,8.86,辦公室,鋼筋混凝土造,96年6月4日,十三層,,
RPWNMLQLJIJGFEE88CC,17,.81,共用部分,鋼筋混凝土造,96年6月4日,十三層,,
RPWNMLQLJIJGFEE88CC,17,4.41,共用部分,鋼筋混凝土造,96年6月4日,十三層,,
RPXNMLQLJIJGFEE98CC,9,78.26,集合住宅,鋼筋混凝土,104年11月12日,十五層,,
RPXNMLQLJIJGFEE98CC,9,41.16,本共有部分之項目有停車空間、防空避難室兼停車空間、門廊、車道、騎樓、樓梯間、管理委員會使用空間、梯廳、昇降機間、水箱、機械室等１１項。,鋼筋混凝土,104年11月12日,十五層,,
RPOOMLQLJIJGFEE18CC,1,82.05,集合住宅,鋼筋混凝土,112年11月23日,二十四層,,
RPOOMLQLJIJGFEE18CC,1,75.65,本共有部分之項目有防空避難室兼停車空間、樓梯間、門廳、管委會使用空間、車道、防災中心、外廊、垃圾暫存室、專用出入口緩衝空間、機械室、水箱、陽台等１２項。,鋼筋混凝土,112年11月23日,二十四層,,
RPROMLQLJIJGFEE48CC,13,218.49,住家用,鋼筋混凝土造,100年10月7日,四層,,
RPSOMLQLJIJGFEE58CC,3,59.45,店舖,鋼筋混凝土,111年2月22日,十四層,,
RPSOMLQLJIJGFEE58CC,3,35.06,本共有部分之項目有：防空避難室兼停車空間、管委會使用空間、公共服務空間、樓梯間、車道、停車空間、機械室、水箱等共８項。,鋼筋混凝土,111年2月22日,十四層,,
RPTOMLQLJIJGFEE68CC,35,103.23,住家用,鋼筋混凝土造,78年9月15日,十二層,,
RPTOMLQLJIJGFEE68CC,35,31.27,見使用執照,鋼筋混凝土造,78年9月15日,十二層,,
RPVOMLQLJIJGFEE88CC,43,94.71,公寓,鋼筋混凝土造,70年12月29日,五層,,
RPXOMLQLJIJGFEE09CC,6,67.56,集合住宅,鋼筋混凝土,108年5月22日,十五層,,
RPXOMLQLJIJGFEE09CC,6,40.76,本共有部分之項目有防空避難室兼停車空間、公共服務空間、管理委員會使用空間、門廳、停車空間、梯間、樓梯間、機械房、水箱等９項。,鋼筋混凝土,108年5月22日,十五層,,
RPPOMLQLJIJGFEE28CC,30,99.00,住家用,鋼筋混凝土造,83年7月1日,十層,,
RPRNMLQLJIJGFGE58CC,2,38.26,集合住宅,鋼筋混凝土,111年12月5日,十層,,
RPRNMLQLJIJGFGE58CC,2,21.49,本共有部份之項目有防空避難室兼停車空間、門廳兼梯廳、管委會使用空間、樓梯間、車道、機械室、水箱等７項。,鋼筋混凝土,111年12月5日,十層,,
RPQPMLQLJIJGFEE48CC,12,46.33,住家用,鋼筋混凝土造,101年8月17日,十七層,,
RPQPMLQLJIJGFEE48CC,12,24.97,本共有部分之項目有停車空間、防空避難室兼停車空間、車道、門廊、防災中心、管理委員會使用空間、樓梯間、瓦斯室、機械室、水箱共１０項。,鋼筋混凝土造,101年8月17日,十七層,,
